,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,target
14837,,,,,,973.0,7.0,,,,,,64.0,,,,,,,,156.0,195.0,,8.0,8.0,,,300.32,,,,,,,0.0,,,475218.0,,,,,,0.0,,,,,,,,,,,,,6.078402,,,,,,,,18.0,,,,,,,6.0,38,0.0,,2665896.0,,0.0,,,181803.9,,10.0,,6.0,,,,,,,,,16527.0,,,,,,,,,,,,,,,32.0,,,88.0,-146160.8,,,,,,550.0,,,,6.0,,711.0,14.0,,,,,,0.0,5137150.0,111890.0,,,,,,5.0,,,0.0,18.0,,,,,1403577.0,,,,6403320.0,,,,,,,42.0,,,469062.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,4e7gUH7IEC,RO12,,taul,1K8T,487l,06Xs45W,aEghjcMgI1QYJu7y,,,7pIw,9_Y1,m_h1,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjMdEK,jCmU,UYBR,FzaX,LwGmro4,oslk,8erPsJz,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,,-1
14103,,,,,,1435.0,0.0,,,,,,24.0,,,,,,,,232.0,290.0,,6.0,96.0,,,166.56,,,,,,,0.0,,,409338.0,,,,,,0.0,,,,,,,,,,,,,5.028626,,,,,,,,9.0,,,,,,,,34,0.0,,492448.0,,0.0,,,23390.16,,20.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,112.0,-54784.8,,,,,,760.0,,,,60.0,,6534.0,8.0,,,,,,0.0,263575.0,139072.0,,,,,,0.0,,,0.0,0.0,,,,,79954.0,,,,1258432.0,,,,,,,16.0,,,264042.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,qFpmfo8zhV,RO12,,taul,1K8T,AKN1,gRinF0C,glRBFJT8NN,,,qpm5,9_Y1,7pVf,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,yg7v,cJvF,,SCnYWu3,oslk,WC7Esaq,,,,wX53,RAYp,F2FyR07IdsN7I,,,-1
24989,,,,,,875.0,7.0,,,,,,64.0,,,,,,,,132.0,165.0,,2.0,96.0,,,240.56,,,,,,,0.0,,,1725984.0,,,,,,0.0,,,,,,,,,,,,,5.528092,,,,,,,,9.0,,,,,,,,54,0.0,,3748952.0,,0.0,,,165344.1,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,48.0,28667.56,,,,,,550.0,,,,24.0,,78255.0,,,,,,,0.0,2922275.0,2036500.0,,,,,,20.0,,,0.0,9.0,,,,,604765.0,,,,10403240.0,,,,,,,16.0,,,1036740.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,348.0,,,9u0r4Rdncc,RO12,,taul,1K8T,4fje,fLzCyD5,CdPgMY1Z52,_VHZlRR,,aUHn,9_Y1,em8I,VpdQ,IYzP,me75fM6ugJ,kIsH,,g5HH,L84s,NhsEn4L,,FhzIAPd,,mAjk2hr,0W6_,cJvF,,yO79OJS,oslk,uBooG9v,,,,me1d,RAYp,F2FyR07IdsN7I,mj86,,-1
6209,,,,,,11172.0,7.0,,,,,,4560.0,,,,,,,,124.0,155.0,,2.0,32.0,,,293.2,,,,,,,0.0,,,5856684.0,,,,,,0.0,,,,,,,,,,,,,1.743431,,,,,,,,9.0,,,,,,,,64,112.0,,1154464.0,,0.0,,,13849.38,,15.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,16.0,229761.2,,,,,,645.0,,,,78.0,,72522.0,-26.0,,,,,,0.0,2687550.0,729302.0,,,,,,150.0,,,0.0,18.0,,,,,19600.0,,,,10377680.0,,,,,,,12.0,,,2174448.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,vAsTmBfHUn,RO12,SEuy,taul,1K8T,0Xwj,b8EvARv,RuVy67M,5sBAg7N,smXZ,dadT,HLqf,4N0K,VpdQ,Tkho,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,V_JiL76,,kZJzCaJ,GBNh,UYBR,FzaX,Q_huhvP,oslk,QqIaRTx,jySVZNlOJy,,kG3k,Qu4f,RAYp,F2FyR07IdsN7I,mj86,,-1
20655,,,,,,1120.0,7.0,,,,,,1096.0,,,,,,,,144.0,180.0,,0.0,56.0,,,255.2,,,,,,,0.0,,,7092780.0,,,,,,0.0,,,,,,,,,,,,,1.206793,,,,,,,,18.0,,,,,,,3.0,74,357.0,,0.0,,0.0,,,191806.8,,35.0,,4.0,,,,,,,,,138.0,,,,,,,,,,,,,,,32.0,,,0.0,102227.2,,,,,,640.0,,,,90.0,,495.0,-16.0,,,,,,0.0,226345.0,1050514.0,,,,,,570.0,,,0.0,18.0,,,,,0.0,,,,10121040.0,,,,,,,10.0,,,1036800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,198.0,,,LDPvyx7IEC,RO12,SEuy,taul,1K8T,0Xwj,foCw8DQ,o5WT5gy7iu,kkxYsMI,smXZ,G_BA,F3hy,RcM7,VpdQ,43pnToF,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,dXsGOGx,,TDceha3,4tjd,UYBR,FzaX,PrifGrO,oslk,QXeQZmh,LM8l689qOp,,kG3k,szEZ,RAYp,F2FyR07IdsN7I,,,-1
11058,,,,,,896.0,7.0,,,,,,0.0,,,,,,,,148.0,185.0,,0.0,32.0,,,253.52,,,,,,,0.0,,,6647580.0,,,,,,0.0,,,,,,,,,,,,,1.094851,,,,,,,,9.0,,,,,,,3.0,40,0.0,,3168040.0,,0.0,,,186783.0,,20.0,,0.0,,,,,,,,,18780.0,,,,,,,,,,,,,,,32.0,,,40.0,74246.4,,,,,,570.0,,,,84.0,,128016.0,16.0,,,,,,0.0,2614250.0,491380.0,,,,,,250.0,,,0.0,9.0,,,,,0.0,,,,10316520.0,,,,,,,20.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,2jirEyXktW,RO12,,taul,1K8T,YFAj,T7cp9gW,etM739XNb0Rf0,,,C9_x,9_Y1,SkZj,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZXfGp,GGFa,cJvF,FzaX,9Hi6hzI,oslk,93cqqb8,LM8l689qOp,,,Aoh3,RAYp,F2FyR07IdsN7I,,,-1
21688,,,,,,385.0,14.0,,,,,,308.0,,,,,,,,116.0,145.0,,0.0,16.0,,,173.2,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.298227,,,,,,,,36.0,,,,,,,3.0,88,35.0,,306792.0,,0.0,,,13755.21,,5.0,,0.0,,,,,,,,,3954.0,,,,,,,,,,,,,,,24.0,,,40.0,85960.8,,,,,,655.0,,,,0.0,,47457.0,,,,,,,0.0,490785.0,27404.0,,,,,,225.0,,,0.0,9.0,,,,,0.0,,,,626112.0,,,,,,,42.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,378.0,,,EsYrjIX0Db,RO12,lvza,taul,1K8T,80HR,YDGnrqW,glRBFJT8NN,W0qPtkt,smXZ,ZBNx,9_Y1,xQ2A,VpdQ,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,ewWj_nx,,XTbPUYD,gvA6,UYBR,FzaX,DI493UA,oslk,xZb2pc5,LM8l689qOp,,kG3k,5Acm,RAYp,F2FyR07IdsN7I,am7c,,1
2850,,,,,,2345.0,7.0,,,,,,1128.0,,,,,,,,1460.0,1825.0,,52.0,864.0,,,0.0,,,,,,,0.0,,,3778842.0,,,,,,0.0,,,,,,,,,,,,,5.24781,,,,,,,,9.0,,,,,,,,138,0.0,,2207272.0,,0.0,,,72968.7,,105.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,408.0,,,256.0,1828732.0,,,,,,3455.0,,,,288.0,,1179.0,4.0,,,,,,0.0,3854700.0,823118.0,,,,,,220.0,,,0.0,27.0,,,,,552349.0,,,,10262280.0,,,,,,,242.0,,,751374.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,390.0,,,LDPgUHXZeb,2Knk1KF,SEuy,taul,1K8T,JLbT,48_VCna,yEFIHeU,CgyeDao,smXZ,oJdS,9_Y1,STGZ,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,kFkTZBm,,beK4AFX,kPAt,UYBR,FzaX,ekO1rOn,oslk,B8PaXbj,LM8l689qOp,,xG3x,453m,RAYp,55YFVY9,mj86,,1
31446,,,,,,3227.0,21.0,,,,,,872.0,,,,,,,,3288.0,4110.0,,8.0,904.0,,,166.56,,,,,,,0.0,,,6328020.0,,,,,,0.0,,,,,,,,,,,,,5.582781,,,,,,,,36.0,,,,,,,9.0,86,42.0,,1422208.0,,0.0,,,12698.37,,40.0,,10.0,,,,,,,,,47427.0,,,,,,,,,,,,,,,144.0,,,176.0,1743192.0,,,,,,4745.0,,,,1836.0,,33795.0,6.0,,,,,,0.0,2071295.0,222112.0,,,,,,1785.0,,,0.0,36.0,,,,,332878.0,,,,9297240.0,,,,,,,736.0,,,163170.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,75lq9ayfAo,RO12,,taul,1K8T,c9jp,FJDupBg,e1XhvTunuD,0eHA8Jt,,Z72I,9_Y1,F_Lu,VpdQ,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,E1aAZ0x7vd,,zf8vrXj,,teAfWtZ,wIIv,UYBR,FzaX,OYHoGfM,QKW8DRm,RlTh9x_,jySVZNlOJy,,ELof,TNEC,vJ_w8kB,WfJYmPMksSqa1pajvfG,am7c,,1
38142,,,,,,1134.0,7.0,,,,,,0.0,,,,,,,,932.0,1165.0,,16.0,360.0,,,186.64,,,,,,,0.0,,,6251940.0,,,,,,0.0,,,,,,,,,,,,,5.936766,,,,,,,,9.0,,,,,,,,38,0.0,,1519392.0,,0.0,,,124934.1,,105.0,,58.0,,,,,,,,,,,,,,,,,,,,,,,,264.0,,,152.0,116050.8,,,,,,1505.0,,,,252.0,,963.0,14.0,,,,,,0.0,2863610.0,539618.0,,,,,,85.0,,,0.0,9.0,,,,,316799.0,,,,10543720.0,,,,,,,154.0,,,778392.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,144.0,,,qXhrEy7VR2,RO12,,taul,1K8T,nQZ6,ezgR5DT,HKFGqS8,,,ui3n,9_Y1,X8zP,sJzTlal,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,mij0,UYBR,FzaX,O308iqZ,oslk,eyvTy9x,LM8l689qOp,,,Aoh3,RAYp,F2FyR07IdsN7I,,,-1
24110,,,,,,504.0,7.0,,,,,,76.0,,,,,,,,132.0,165.0,,0.0,16.0,,,186.64,,,,,,,0.0,,,6233460.0,,,,,,0.0,,,,,,,,,,,,,1.908994,,,,,,,,9.0,,,,,,,3.0,42,7.0,,1382400.0,,0.0,,,223302.3,,35.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,32.0,,,16.0,319516.0,,,,,,300.0,,,,78.0,,7839.0,-20.0,,,,,,0.0,3763305.0,123168.0,,,,,,425.0,,,0.0,9.0,,,,,0.0,,,,10523000.0,,,,,,,18.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,120.0,,,GcUBcmz45j,RO12,,taul,1K8T,tXti,oqKrHWS,II0S8f9,,,uwwf,9_Y1,yrDU,VpdQ,wMei,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7Ww_Xqy,ykzL,UYBR,FzaX,IhODFjT,oslk,_aspRtK,LM8l689qOp,,,Qcbd,RAYp,F2FyR07IdsN7I,,,-1
7674,,,,,,518.0,0.0,,,,,,0.0,,,,,,,,156.0,195.0,,4.0,136.0,,,186.64,,,,,,,0.0,,,22314.0,,,,,,0.0,,,,,,,,,,,,,3.457167,,,,,,,,9.0,,,,,,,3.0,22,0.0,,2191816.0,,0.0,,,50281.2,,10.0,,2.0,,,,,,,,,10458.0,,,,,,,,,,,,,,,48.0,,,64.0,-601260.0,,,,,,595.0,,,,30.0,,0.0,,,,,,,0.0,706945.0,634368.0,,,,,,0.0,,,0.0,9.0,,,,,378371.0,,,,2969688.0,,,,,,,12.0,,,7110.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,vAsTmBfHUn,RO12,,taul,1K8T,12fX,pro8v8X,IG_G867,,,Q5Ne,9_Y1,4N0K,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,FxCC,cJvF,FzaX,meWVy8V,oslk,DQ3u3MC,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
29751,,,,,,1806.0,7.0,,,,,,1052.0,,,,,,,,480.0,600.0,,8.0,216.0,,,133.12,,,,,,,0.0,,,352962.0,,,,,,0.0,,,,,,,,,,,,,5.803461,,,,,,,,9.0,,,,,,,,140,28.0,,201128.0,,0.0,,,4213.53,,20.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,112.0,56130.0,,,,,,1490.0,,,,42.0,,101088.0,,,,,,,0.0,266535.0,64564.0,,,,,,425.0,,,0.0,9.0,,,,,12187.0,,,,770412.0,,,,,,,100.0,,,123252.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,75lq9ayfAo,rEUOq2QD1qfkRr6qpua,,taul,1K8T,hAOr,ckd0iwa,GHfL3MpXAX,oiS3FkX,,Iemb,9_Y1,NFMt,VpdQ,hAFG,GjJ35utlTa_GNSvxxpb9ju,kIsH,,uKAI,L84s,UbxQ8lZ,,WH5iAvl,,ORMRote,La14,cJvF,FzaX,hmN1WU5,Al6ZaUT,uyDq6g3,LM8l689qOp,,ELof,TNEC,02N6s8f,ib5G6X1eUxUn6,am7c,,1
6075,,,,,,756.0,7.0,,,,,,168.0,,,,,,,,156.0,195.0,,0.0,80.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.612904,,,,,,,,9.0,,,,,,,,108,7.0,,166312.0,,0.0,,,3769.41,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,56.0,11760.16,,,,,,635.0,,,,0.0,,14112.0,-2.0,,,,,,0.0,242820.0,29206.0,,,,,,10.0,,,0.0,9.0,,,,,0.0,,,,342876.0,,,,,,,40.0,,,10578.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,162.0,,,oUPBcmzkzH,2Knk1KF,,taul,1K8T,kwI9,pfMpcUU,75H_M5x,,,ae6C,9_Y1,yrDU,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,beK4AFX,,,FzaX,U8I6w_1,oslk,CFMqCcD,LM8l689qOp,,,Qcbd,RAYp,55YFVY9,,,-1
11370,,0.0,0.0,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,0.0,,,4.467849,,,,,,,,,,,0.0,,,,,6,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1503376.0,0.0,,,,,,,,0.0,,,,-20.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,10.8,258.0,,,zKnr4RXktW,RO12,,taul,1K8T,0Y9G,d4zgFRq,Ij2t,,,qwc_,9_Y1,jakt,VpdQ,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwCtIM,mBT5,cJvF,FzaX,A8TOw16,oslk,dINEKx8,LM8l689qOp,,,7FJQ,RAYp,F2FyR07IdsN7I,,,-1
1520,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,0.0,,,166.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.020295,,,,,,,,9.0,,,,,,,,68,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,0.0,,6840.0,20.0,,,,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,1KSTmBQxul,ues7INAmyjdS1vDd0YL9jU,SEuy,taul,1K8T,kNzO,PHNvXy8,gv63udl,SFcLs_b,smXZ,E9uJ,9_Y1,TjV7,,IYzP,NKv3VA1BpP,kIsH,,uKAI,L84s,Ie_5MZs,,upXzF28,,y5FEvJ5,vBA_,UYBR,FzaX,UF16siJ,zCkv,APgdzOv,jySVZNlOJy,,kG3k,FSa2,6fzt,xwM2aC7IdeMC0,,,-1
14655,,,,,,1043.0,7.0,,,,,,4224.0,,,,,,,,64.0,80.0,,12.0,16.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,3.003418,,,,,,,,9.0,,,,,,,,158,231.0,,200672.0,,0.0,,,12634.89,,0.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,8.0,-50162.0,,,,,,420.0,,,,0.0,,492489.0,32.0,,,,,,0.0,111380.0,2020.0,,,,,,700.0,,,0.0,36.0,,,,,27195.0,,,,235812.0,,,,,,,10.0,,,63498.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,_v2gUHXZeb,rEUOq2QD1qfkRr6qpua,,taul,1K8T,487l,fhk21Ss,9YuT4s0Bqf,V7BnrRa,,6oka,9_Y1,LqKm,VpdQ,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,CI1bB3h,,IoINClN,52rw,cJvF,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,ELof,453m,ZI9m,ib5G6X1eUxUn6,mj86,,1
30599,,,,,,1491.0,35.0,,,,,,6672.0,,,,,,,,304.0,380.0,,2.0,192.0,,,166.56,,,,,,,0.0,,,730908.0,,,,,,0.0,,,,,,,,,,,,,1.519974,,,,,,,,45.0,,,,,,,15.0,170,210.0,,1983888.0,,0.0,,,35135.7,,15.0,,10.0,,,,,,,,,29850.0,,,,,,,,,,,,,,,48.0,,,88.0,-628524.0,,,,,,965.0,,,,30.0,,23661.0,26.0,,,,,,0.0,1282535.0,463844.0,,,,,,1865.0,,,0.0,9.0,,,,,1274.0,,,,4541320.0,,,,,,,56.0,,,1232934.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,UCDvyx8zhV,AERks4l,SEuy,taul,1K8T,0Xwj,fhk21Ss,glRBFJT8NN,zaIHuGM,smXZ,utb0,HLqf,MBhA,VpdQ,haYg,7M47J5GA0pTYIFxg5uy,sBgB,,uKAI,L84s,4kVnq_T26xq1p,,DTM11ex,,11p3sk4,w3bT,cJvF,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,xG3x,WqMG,ZI9m,ib5G6X1eUxUn6,am7c,,-1
33705,,,,,,2408.0,28.0,,,,,,1380.0,,,,,,,,148.0,185.0,,2.0,48.0,,,220.08,,,,,,,0.0,,,3339414.0,,,,,,0.0,,,,,,,,,,,,,6.658406,,,,,,,,36.0,,,,,,,12.0,138,112.0,,1670176.0,,0.0,,,74298.91,,15.0,,6.0,,,,,,,,,69504.0,,,,,,,,,,,,,,,32.0,,,24.0,134178.0,,,,,,530.0,,,,54.0,,18117.0,,,,,,,0.0,4825575.0,973484.0,,,,,,1560.0,,,0.0,27.0,,,,,475839.0,,,,10779480.0,,,,,,,26.0,,,1555200.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,342.0,,,8I1r4RXXnK,2Knk1KF,SEuy,taul,1K8T,0Xwj,iBKkTQ1,_03xtaMIkZsn1,wAx7tQj,smXZ,eW2S,HLqf,Cgc3,VpdQ,wMei,me75fM6ugJ,sBgB,,uKAI,L84s,h0lfDKh52u4GP,,s_cIKiJ,,IoI4mKe,XVsq,cJvF,FzaX,rLfmFX7,oslk,KiEskzO,LM8l689qOp,,kG3k,Xa3G,RAYp,55YFVY9,am7c,,-1
17587,,,,,,784.0,0.0,,,,,,20.0,,,,,,,,120.0,150.0,,0.0,0.0,,,220.08,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,6.362102,,,,,,,,9.0,,,,,,,3.0,40,0.0,,5529600.0,,0.0,,,222711.6,,0.0,,0.0,,,,,,,,,24408.0,,,,,,,,,,,,,,,32.0,,,64.0,120599.2,,,,,,460.0,,,,0.0,,3735.0,16.0,,,,,,0.0,9504000.0,0.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,10368000.0,,,,,,,44.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,eOQgUHShse,RO12,,taul,1K8T,4fje,WkHrLeh,76j2P_OLn0,,,Mx5G,9_Y1,RVjC,VpdQ,zm5i,me75fM6ugJ,kIsH,,7A3j,L84s,NhsEn4L,,,,kZJtVhC,9haV,UYBR,FzaX,MPav4zN,oslk,kEYAGfT,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,,-1
20741,,,,,,1694.0,0.0,,,,,,908.0,,,,,,,,156.0,195.0,,2.0,80.0,,,220.08,,,,,,,0.0,,,2252322.0,,,,,,0.0,,,,,,,,,,,,,0.9801325,,,,,,,,18.0,,,,,,,3.0,84,0.0,,1853824.0,,0.0,,,86225.41,,10.0,,2.0,,,,,,,,,2142.0,,,,,,,,,,,,,,,40.0,,,48.0,-485912.0,,,,,,845.0,,,,42.0,,7218.0,,,,,,,0.0,2236290.0,1010768.0,,,,,,0.0,,,0.0,9.0,,,,,126427.0,,,,7275840.0,,,,,,,26.0,,,518400.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,150.0,,,8Iqt0G8rTN,RO12,SEuy,taul,1K8T,YmZp,TSdnxCu,6uerj6GG35,mgy9F2X,smXZ,geV2,9_Y1,e7QV,VpdQ,Tkho,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,16vmAQa,,kq0aHkC,zuS2,UYBR,wwPEXoilkr,3Pr87dl,oslk,cVyqFbB,LM8l689qOp,,xG3x,fKCe,RAYp,F2FyR07IdsN7I,am7c,,-1
3167,,,,,,21.0,0.0,,,,,,0.0,,,,,,,,12.0,15.0,,0.0,24.0,,,186.64,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,3.053621,,,,,,,,9.0,,,,,,,,58,0.0,,0.0,,0.0,,,7512.54,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,-227.4924,,,,,,15.0,,,,0.0,,4770.0,34.0,,,,,,0.0,0.0,3622.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,7244.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,P1WvyxLp3Z,RO12,SEuy,taul,1K8T,TyGl,UKQvcTJ,jXIs0KG,lYk7sTJ,smXZ,oN4H,9_Y1,vzJD,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,68HDip1,,TDceha3,cCbz,UYBR,FzaX,75woGGc,oslk,23ZMCCr,LM8l689qOp,,kG3k,xb3V,RAYp,F2FyR07IdsN7I,mj86,,-1
23116,,,,,,1148.0,7.0,,,,,,156.0,,,,,,,,208.0,260.0,,10.0,136.0,,,181.28,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,35870.64,,,,,,0.09271523,,,,,,,,9.0,,,,,,,,112,0.0,,524264.0,,15.0,,,16980.12,,10.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,72.0,-1496416.0,,,,,,720.0,,,,0.0,,1710.0,-22.0,,,,,,72.0,407430.0,242806.0,,,,,,390.0,,,0.0,27.0,,,,,302729.0,,,,1184036.0,,,,,,,42.0,,,141384.0,,,,,,,,,,4.0,,,,,,,,14.0,,,,,,,,,,,8I1q9ayE15,RO12,SEuy,taul,1K8T,0Xwj,FJDupBg,LBycK0AX8V,xFgH4A8,smXZ,hEdB,HLqf,NFMt,sJzTlal,giwq,7M47J5GA0pTYIFxg5uy,sBgB,,uKAI,Mtgm,E1aAZ0x7vd,,nn23Zc7,,OFqVH0t,L9IH,UYBR,FzaX,OYHoGfM,QKW8DRm,RlTh9x_,LM8l689qOp,,kG3k,TNEC,vJ_w8kB,WfJYmPMksSqa1pajvfG,am7c,,-1
1440,,,,,,686.0,7.0,,,,,,124.0,,,,,,,,24.0,30.0,,0.0,8.0,,,133.12,,,,,,,0.0,,,8315280.0,,,,,,0.0,,,,,,,,,,,,,6.972014,,,,,,,,9.0,,,,,,,3.0,112,56.0,,0.0,,6.0,,,55997.7,,0.0,,2.0,,,,,,,,,77322.0,,,,,,,,,,,,,,,8.0,,,0.0,257216.0,,,,,,435.0,,,,18.0,,1116.0,,,,,,,16.0,3024000.0,1139458.0,,,,,,155.0,,,0.0,9.0,,,,,0.0,,,,11450600.0,,,,,,,2.0,,,1813458.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,342.0,,,1GdOj1KXzC,RO12,,taul,1K8T,0Y9G,fhk21Ss,r83_sZi,vjrIqBP,,5xFs,9_Y1,_KXv,VpdQ,wMei,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,MHuLeC_,,y5FVjuN,,,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,ELof,kwS7,ZI9m,DU8B,mj86,,-1
